premiseid,premisesname,altpremisesname,customer,tenancyfloororsuite,premisetype,streetnumber,streetname,suburb,state,postcode,latitude,longitude,ratingreferencenumber,ratingtype,ratingscope,certificatevalidto,energystarratingvalue,energygpstarratingvaluenogp,energygreenpowerpercent,energygreenpower,wastestarratingvalue,ieqstarratingvalue,ghgemissionsscope123withrenewableelectricity,ghgemissionsscope123withoutrenewableelectricity,ghgemissionsscope123perm2withrenewableelectricity,ghgemissionsscope123perm2withoutrenewableelectricity,energyintensitybym2,energyintensitybyroom,ghgemissionsscope123perroom,ghgemissionsscope123perroomnogp,totalenergyuse,carbonneutral,carbonneutralexpirydate,aaastarratingvalue,datacentre_pue,hospitalpeergroup,waterstarratingvalue,waterstarratingvaluenorw,waterrecycledpercent,waterrecycled,waterconsumption,waterconsumptionworw,waterconsumptionperroom,waterconsumptionperroomnorw,waterintensity,waterintensitynorw,thermalcomfortscore,airqualityscore,acousticcomfortscore,lightingscore,officelayoutscore,recyclerate,wasteintensity,apartmentbuildingstotalnumberofapartments,agedcaretotalbeds,hotelratedguestrooms,officeratedarea,shoppingcentresratedarea,ratedsitearea_cl_rl_wc,ratedelectricity,ratedgas,gasandlpg_rei%,rateddiesel,diesel_rei%,reiresult_%,reiresult1dp_%,totalrenewableelectricity_kwh,nonrenewableelectricity_kwh,nonrenewableelectricity_rei%,onsitepvcapacity_kw,onsiterenewableelectricity_kwh,onsiterenewableelectricity_rei%,retandstateterritorytargets_kwh,retandstateterritorytargets_rei%,greenpower_kwh,greenpower_rei%,othervoluntarypurchases_kwh,othervoluntarypurchases_rei%,combined_column,_merge
P6848,The Hub,The Hub,Sentinel Regional Office Trust ATF Sentinel Regional Office Trust,NULL,Office,12,Greenfields Bvd,MOUNT PLEASANT,QLD,4740,-21.122483,149.1579857,N66049,Energy,Whole Building,2024-01-07 00:00:00,4.5,4.5,0,NO,NULL,NULL,612622,612622,185,185,723,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3312.2,NULL,NULL,665893.4,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6848_N66049_Energy_2024-01-07,both
P6848,The Hub,The Hub,Sentinel Regional Office Trust ATF Sentinel Regional Office Trust,NULL,Office,12,Greenfields Bvd,MOUNT PLEASANT,QLD,4740,-21.122483,149.1579857,N66049,Water,Whole Building,2024-01-07 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,5.5,5.5,0,NO,619.3,619.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3312.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6848_N66049_Water_2024-01-07,both
P6853,Capital Centre,Capital Centre,Bremon Group Investments Pty Limited,NULL,Office,2-6,Shea Street,PHILLIP,ACT,2606,NULL,NULL,N66466,Energy,Whole Building,2024-03-30 00:00:00,3.5,3.5,2.7,YES,NULL,NULL,404351,415037,164,168,792,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2467.1,NULL,NULL,460223.1,297778,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6853_N66466_Energy_2024-03-30,both
P6901,36 Bryants Rd,36 Bryants Rd,QICP Pty Ltd,NULL,Office,36,Bryants Road,SHAILER PARK,QLD,4128,-27.66205027,153.1739005,OF27345,Energy,Base Building,2024-06-15 00:00:00,3,3,0,NO,NULL,NULL,197559.78,224388.88,101.7,115.51,451,NULL,NULL,NULL,878043.46,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1942.6,NULL,NULL,243900.96,0,0,0,0,19,18.7,45589.3,198311.66,81.3,NULL,0,0,45589.3,18.7,0,0,0,0,P6901_OF27345_Energy_2024-06-15,both
P6854,814-818 Whitehorse Road,814-818 Whitehorse Road,The Trustee For LAUREL PRATT FAMILY TRUST,NULL,Office,814 -818,Whitehorse Rd,BOX HILL,VIC,3128,-37.81720416,145.1159337,OF28589,Energy,Base Building,2024-08-15 00:00:00,4,4,0,NO,NULL,NULL,316185.67,413773.84,62.89,82.29,279,NULL,NULL,NULL,1405269.65,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5027.94,NULL,NULL,390352.68,0,0,0,0,27,26.7,115783.7,317074.18,73.3,39.6,42505.2,9.8,73278.5,16.9,0,0,0,0,P6854_OF28589_Energy_2024-08-15,both
P6855,88 Brandl Street,NULL,DEXUS Property Services Pty Limited,NULL,Office,88,Brandl Street,EIGHT MILE PLAINS,QLD,4113,NULL,NULL,N65507,Energy,Base Building,2023-12-02 00:00:00,5.5,5.5,0,NO,NULL,NULL,116815,116815,47,47,182,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2502,NULL,NULL,126973.3,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6855_N65507_Energy_2023-12-02,both
P6860,107-111 Elizabeth Street,107-111 Elizabeth Street,Tanert Pty Ltd,NULL,Office,111,Elizabeth St,SYDNEY,NSW,2000,-33.86980431,151.2099455,OF29209,Energy,Base Building,2024-10-30 00:00:00,3,3,0,NO,NULL,NULL,1335231.24,1366825.33,113.5,116.18,639,NULL,NULL,NULL,7524388.63,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11764.49,NULL,NULL,1579704.6,1832897.27,24.4,118,0.1,14,14.2,297393.02,1282311.58,61.4,NULL,0,0,297393.02,14.2,0,0,0,0,P6860_OF29209_Energy_2024-10-30,both
P6860,107-111 Elizabeth Street,107-111 Elizabeth Street,Tanert Pty Ltd,NULL,Office,111,Elizabeth St,SYDNEY,NSW,2000,-33.86980431,151.2099455,OF29209,Water,Base Building,2024-10-30 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,NULL,NULL,NULL,1.5,1.5,0,NO,17725.72,17725.72,NULL,NULL,1.53,1.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11764.49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6860_OF29209_Water_2024-10-30,both
P6863,12 Kings Park Road,NULL,Iberia Pty Ltd,NULL,Office,12,Kings Park Rd,WEST PERTH,WA,6005,-31.95249,115.8411,N65871,Energy,Whole Building,2023-12-07 00:00:00,0,0,0,NO,NULL,NULL,94600,94600,259,259,1351,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,365.1,NULL,NULL,137101.3,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6863_N65871_Energy_2023-12-07,both
P6865,4 Parramatta Square,4 Parramatta Square,DEPARTMENT OF CUSTOMER SERVICE,L21-29,Office,12,Darcy St,PARRAMATTA,NSW,2150,-33.81674805,151.0047532,OF28858,Energy,Tenancy,2024-08-30 00:00:00,6,5.5,6,YES,NULL,NULL,495012.02,548390.27,23.17,25.67,116,NULL,NULL,NULL,2498993.64,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21363.4,NULL,NULL,694164.9,0,0,0,0,25,24.8,172143.77,522021.13,75.2,NULL,0,0,130493.87,18.8,41649.89,6,0,0,P6865_OF28858_Energy_2024-08-30,both
P6865,4 Parramatta Square,4 Parramatta Square,NSW Department Of Planning And Environment,"P1, L3-L18, L31-33",Office,12,Darcy St,PARRAMATTA,NSW,2150,-33.81674805,151.0047532,N66735,Energy,Tenancy,2024-06-05 00:00:00,6,6,6,YES,NULL,NULL,1105672,1176247,25,27,112,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43914.4,NULL,NULL,1367729.1,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6865_N66735_Energy_2024-06-05,both
P6865,4 Parramatta Square,4 Parramatta Square,The Trustee For THE PARRAMATTA SQUARE NO. 4 PROPERTY TRUST,NULL,Office,12,Darcy St,PARRAMATTA,NSW,2150,-33.81674805,151.0047532,N66883,Energy,Base Building,2024-04-14 00:00:00,6,6,0,NO,NULL,NULL,2000352,2000352,30,30,151,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67206.4,NULL,NULL,2140969.2,2461998.5,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6865_N66883_Energy_2024-04-14,both
P6865,4 Parramatta Square,4 Parramatta Square,The Trustee For THE PARRAMATTA SQUARE NO. 4 PROPERTY TRUST,NULL,Office,12,Darcy St,PARRAMATTA,NSW,2150,-33.81674805,151.0047532,N66883,Water,Base Building,2024-04-14 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,5.5,5.5,0,NO,12213.7,12213.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67206.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6865_N66883_Water_2024-04-14,both
P6866,18 Honeysuckle Drive,18 Honeysuckle Drive,IOOF INVESTMENT SERVICES LTD,NULL,Office,18,Honeysuckle Dr,NEWCASTLE,NSW,2300,-32.92629106,151.7675134,N66797,Energy,Base Building,2024-03-26 00:00:00,5.5,5.5,0,NO,NULL,NULL,249182,249182,36,36,156,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6943.4,NULL,NULL,284663.6,46127.1,NULL,488,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6866_N66797_Energy_2024-03-26,both
P6866,18 Honeysuckle Drive,18 Honeysuckle Drive,IOOF INVESTMENT SERVICES LTD,NULL,Office,18,Honeysuckle Dr,NEWCASTLE,NSW,2300,-32.92629106,151.7675134,N66797,Water,Base Building,2024-03-26 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,4.5,4.5,0,NO,2390,2390,NULL,NULL,NULL,0.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6943.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6866_N66797_Water_2024-03-26,both
P6871,Orange Building,Orange Building,Benjamin Nominees (ACT) Pty Ltd,NULL,Office,5,Chan St,BELCONNEN,ACT,2617,-35.24134231,149.0656327,OF29082,Energy,Base Building,2024-09-14 00:00:00,5,5,0,NO,NULL,NULL,188244.31,699005.66,11.37,42.22,316,NULL,NULL,NULL,5240166.08,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16554.7,NULL,NULL,646533.36,2912645.98,55.6,0,0,44,44.4,646533.36,0,0,NULL,0,0,646533.36,44.4,0,0,0,0,P6871_OF29082_Energy_2024-09-14,both
P6876,Quest Nowra,Quest Nowra,Glenmarie Capital Pty Ltd,NULL,Hotel,130,Kinghorne Street,NOWRA,NSW,2541,-34.87840795,150.6026822,HT27278,Energy,Not Applicable,2024-08-17 00:00:00,4.5,4.5,0,NO,NULL,NULL,231987.5,243780,2912.21,3060,18611.65,18611.65,0,0,1482609.25,NO,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79.66,NULL,NULL,NULL,1482609.25,633532.37,42.7,0,0,11,10.7,44211.45,191643.24,46.5,NULL,0,0,44211.45,10.7,0,0,0,0,P6876_HT27278_Energy_2024-08-17,both
P6876,Quest Nowra,Quest Nowra,Glenmarie Capital Pty Ltd,NULL,Hotel,130,Kinghorne Street,NOWRA,NSW,2541,-34.87840795,150.6026822,HT27278,Water,Not Applicable,2024-08-17 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,NULL,NO,NULL,3,NULL,NULL,4,4,0,NO,4916,4916,61.71,61.71,61.71,61.71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6876_HT27278_Water_2024-08-17,both
P6895,GPO Exchange,GPO Exchange,Charter Hall Limited,NULL,Office,2-10,Franklin Street,ADELAIDE,SA,5000,-34.9266089,138.5989853,N66553,Energy,Base Building,2024-03-24 00:00:00,6,5.5,82,YES,NULL,NULL,125346.09,389618.92,5.01,15.56,153,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25044.4,NULL,NULL,767342.72,1009111.82,NULL,1593,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6895_N66553_Energy_2024-03-24,both
P6895,GPO Exchange,GPO Exchange,Charter Hall Limited,NULL,Office,2-10,Franklin Street,ADELAIDE,SA,5000,-34.9266089,138.5989853,N66553,Water,Base Building,2024-03-24 00:00:00,NULL,NULL,82,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,4.5,4.5,0,NO,9058.59,9058.59,NULL,NULL,NULL,0.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25044.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6895_N66553_Water_2024-03-24,both
P6900,Timor Barracks,Timor Barracks,Department Of Defence,NULL,Office,272,Kissing Point Road,ERMINGTON,NSW,2115,-33.79964956,151.0581227,N67090,Energy,Whole Building,2024-05-26 00:00:00,5,5,0,NO,NULL,NULL,253687,253687,89,89,444,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2862.2,NULL,NULL,273297.5,288588.7,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6900_N67090_Energy_2024-05-26,both
P6900,Timor Barracks,Timor Barracks,Department Of Defence,NULL,Office,272,Kissing Point Road,ERMINGTON,NSW,2115,-33.79964956,151.0581227,N67090,Water,Whole Building,2024-05-26 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,4.5,4.5,0,NO,1011,1011,NULL,NULL,NULL,0.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2862.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6900_N67090_Water_2024-05-26,both
P6903,2 Banfield Road,2 Banfield Road,The Trustee For APREF Banfield Road Trust,NULL,Office,2,Banfield Road,MACQUARIE PARK,NSW,2113,-33.77926032,151.1239519,N65935,Energy,Base Building,2023-12-31 00:00:00,6,5.5,28,YES,NULL,NULL,382514,504850,32,42,240,NULL,NULL,NULL,NULL,YES,2023-12-31 00:00:00,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11971.6,NULL,NULL,508042,1051125.5,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6903_N65935_Energy_2023-12-31,both
P6903,2 Banfield Road,2 Banfield Road,The Trustee For APREF Banfield Road Trust,NULL,Office,2,Banfield Road,MACQUARIE PARK,NSW,2113,-33.77926032,151.1239519,N65935,Water,Base Building,2023-12-31 00:00:00,NULL,NULL,28,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,YES,2023-12-31 00:00:00,0,NULL,NULL,4.5,4.5,0,NO,4768.8,4768.8,NULL,NULL,NULL,0.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11971.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6903_N65935_Water_2023-12-31,both
P6909,29-33 Palmerston Crescent,29-33 Palmerston Crescent,TARAKITA PTY. LTD.,NULL,Office,29-33,Palmerston Crescent,SOUTH MELBOURNE,VIC,3205,-37.83398984,144.9702189,OF28665,Energy,Whole Building,2024-08-08 00:00:00,4.5,4.5,0,NO,NULL,NULL,168167.72,193789.99,86.64,99.84,655,NULL,NULL,NULL,1272759.23,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1941,NULL,NULL,170815.12,654350.8,51.4,90,0.3,9,9.1,32111,138704.12,39.2,NULL,0,0,32111,9.1,0,0,0,0,P6909_OF28665_Energy_2024-08-08,both
P6913,119-121 Murphy Street,119-121 Murphy Street,Faithfull Street Unit Trust,NULL,Office,119-121,Murphy Street,WANGARATTA,VIC,3677,-36.35397012,146.3282535,OF27472,Energy,Base Building,2024-06-26 00:00:00,4.5,4.5,0,NO,NULL,NULL,93083.95,110922.91,66.46,79.2,637,NULL,NULL,NULL,892316.24,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1400.5,NULL,NULL,71355.84,635435.22,71.2,0,0,5,5.4,13391.44,57964.4,23.4,27,0,0,13391.44,5.4,0,0,0,0,P6913_OF27472_Energy_2024-06-26,both
P6913,119-121 Murphy Street,119-121 Murphy Street,Faithfull Street Unit Trust,NULL,Office,119-121,Murphy Street,WANGARATTA,VIC,3677,-36.35397012,146.3282535,OF27472,Water,Base Building,2024-06-26 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,NULL,NULL,NULL,6,6,0,NO,109.72,109.72,NULL,NULL,0.07,0.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1400.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6913_OF27472_Water_2024-06-26,both
P6914,20-22 Herbert Street,20-22 Herbert Street,The Trustee For Natgen Investment Trust GL22,NULL,Office,20-22,Herbert Street,GLADSTONE CENTRAL,QLD,4680,-23.84634805,151.2592642,N66585,Energy,Whole Building,2024-03-30 00:00:00,5,5,0,NO,NULL,NULL,187377,187377,139,139,543,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1350,NULL,NULL,203670.8,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6914_N66585_Energy_2024-03-30,both
P6935,CFA Kangaroo Flat,CFA Kangaroo Flat,Auslink Property Holdings No. 2 Pty Ltd As Trustee For Auslink Property Holdings Trust No. 2,NULL,Office,29,Lockwood Road,KANGAROO FLAT,VIC,3555,-36.79675774,144.2401918,N63467,Energy,Whole Building,2023-11-30 00:00:00,5,5,0,NO,NULL,NULL,135246,135246,120,120,415,NULL,NULL,NULL,NULL,NO,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1124.8,NULL,NULL,126891.9,0,NULL,260,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6935_N63467_Energy_2023-11-30,both
P6936,Homeco Gregory Hills Town Centre,Homeco Gregory Hills Town Centre,HOMECO DNR (GREGORY HILLS TC) PTY LTD,NULL,Shopping Centre,33,VILLAGE CCT,GREGORY HILLS,NSW,2557,-34.02642344,150.7777786,SC28560,Energy,Not Applicable,2024-09-19 00:00:00,3.5,3.5,0,NO,NULL,NULL,345177.84,366456,30.39,32,135,NULL,NULL,NULL,1538377.76,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11359.54,NULL,425568.71,0,0,164,0.4,19,18.7,79889.39,345679.32,80.9,NULL,0,0,79889.39,18.7,0,0,0,0,P6936_SC28560_Energy_2024-09-19,both
P6936,Homeco Gregory Hills Town Centre,Homeco Gregory Hills Town Centre,HOMECO DNR (GREGORY HILLS TC) PTY LTD,NULL,Shopping Centre,33,VILLAGE CCT,GREGORY HILLS,NSW,2557,-34.02642344,150.7777786,SC28560,Water,Not Applicable,2024-09-19 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,NULL,NULL,NULL,0,0,0,NO,18735.69,18735.69,NULL,NULL,1.65,1.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11359.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6936_SC28560_Water_2024-09-19,both
P6937,Home Co Glenmore Park Shopping Centre,Home Co Glenmore Park Shopping Centre,HOMECO DNR (GLENMORE PARK) PTY LTD,NULL,Shopping Centre,19-31,TOWN TCE,GLENMORE PARK,NSW,2745,-33.78889941,150.6686455,SC28784,Energy,Not Applicable,2024-11-13 00:00:00,4.5,4.5,0,NO,NULL,NULL,487640.5,500299,51.02,52,238,NULL,NULL,NULL,2281907.66,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9557.5,NULL,632908.96,0,0,89,0.2,19,18.9,119489.05,513419.91,81,NULL,0,0,119489.05,18.9,0,0,0,0,P6937_SC28784_Energy_2024-11-13,both
P6937,Home Co Glenmore Park Shopping Centre,Home Co Glenmore Park Shopping Centre,HOMECO DNR (GLENMORE PARK) PTY LTD,NULL,Shopping Centre,19-31,TOWN TCE,GLENMORE PARK,NSW,2745,-33.78889941,150.6686455,SC28784,Water,Not Applicable,2024-11-13 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,NULL,NULL,NULL,4,4,0,NO,8576.85,8576.85,NULL,NULL,0.9,0.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9557.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6937_SC28784_Water_2024-11-13,both
P6938,Homeco Butler,Homeco Butler,HOMECO DNR (BUTLER) PTY LTD,NULL,Shopping Centre,1,BUTLER BVD,BUTLER,WA,6036,-31.63848209,115.6927758,SC17292,Energy,Not Applicable,2023-12-07 00:00:00,4,4,0,NO,NULL,NULL,555649,555649,32,32,170,NULL,NULL,NULL,2951024.64,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17303.57,NULL,796247.4,0,NULL,2190,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6938_SC17292_Energy_2023-12-07,both
P6938,Homeco Butler,Homeco Butler,HOMECO DNR (BUTLER) PTY LTD,NULL,Shopping Centre,1,BUTLER BVD,BUTLER,WA,6036,-31.63848209,115.6927758,SC17292,Water,Not Applicable,2023-12-07 00:00:00,NULL,NULL,0,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NO,NULL,NULL,NULL,NULL,6,6,0,NO,2529,2529,NULL,NULL,0.15,0.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17303.57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P6938_SC17292_Water_2023-12-07,both
